path,n_pages,n_reads,hit_rate_pct,ram_avg_us,nvme_avg_us,eff_us,fill_mb_s,p50_us,p90_us,p95_us,p99_us,p999_us
Kernel (Real NVMe),2000,10000,97.3800,199.3522,878.7145,217.1515,52.79,206.9001,294.9999,377.7000,782.9000,2245.7000
