path,n_pages,n_reads,hit_rate_pct,ram_avg_us,nvme_avg_us,eff_us,fill_mb_s,p50_us,p90_us,p95_us,p99_us,p999_us
Kernel (Real NVMe),2000,10000,99.2600,125.5265,875.0676,131.0731,116.08,109.9000,192.5998,224.5998,423.2000,1591.9998
