path,n_pages,n_reads,hit_rate_pct,ram_avg_us,nvme_avg_us,eff_us,fill_mb_s,p50_us,p90_us,p95_us,p99_us,p999_us
Kernel (Real NVMe),2000,10000,98.8000,189.5631,1039.1833,199.7585,41.70,206.5999,250.4999,284.1000,559.5002,2357.0000
