path,n_pages,n_reads,hit_rate_pct,ram_avg_us,nvme_avg_us,eff_us,fill_mb_s,p50_us,p90_us,p95_us,p99_us,p999_us
Kernel (Real NVMe),2000,10000,99.8500,110.4864,815.8134,111.5444,63.94,105.5000,116.4000,155.0999,198.1999,715.9000
