path,n_pages,n_reads,hit_rate_pct,ram_avg_us,nvme_avg_us,eff_us,fill_mb_s,p50_us,p90_us,p95_us,p99_us,p999_us
Kernel (Real NVMe),2000,10000,99.7500,107.1068,806.9200,108.8563,73.95,99.1998,125.6000,171.1000,256.9002,749.7000
