metric,value
fill_mb_s,229.83808782111308
write_amp,0.5
fill_tail_p99,10960.300220176578
mt_hr,99.91250000000001
mt_tput_mb,217.27446728447887
mt_p99,105.69998994469643
cold_p99,34.800032153725624
no_ckpt_recovery,0.0
with_ckpt_recovery,0.98
mp_1gb_hr,100.0
mp_1gb_p99,1.600012183189392
mp_128mb_hr,100.0
mp_128mb_p99,5.299923941493034
