path,n_pages,n_reads,hit_rate_pct,ram_avg_us,nvme_avg_us,eff_us,fill_mb_s,p50_us,p90_us,p95_us,p99_us,p999_us
Kernel (Real NVMe),2000,10000,99.9000,103.4588,886.1500,104.2415,89.22,95.9998,114.5999,163.1000,206.7001,573.3999
