path,n_pages,n_reads,hit_rate_pct,ram_avg_us,nvme_avg_us,eff_us,fill_mb_s,p50_us,p90_us,p95_us,p99_us,p999_us
Kernel (Real NVMe),2000,10000,99.8800,109.0602,906.5666,110.0172,49.37,103.5999,112.2002,163.6001,206.5999,714.1999
