path,n_pages,n_reads,hit_rate_pct,ram_avg_us,nvme_avg_us,eff_us,fill_mb_s,p50_us,p90_us,p95_us,p99_us,p999_us
Kernel (Real NVMe),2000,10000,98.5300,137.4038,712.1843,145.8531,74.74,101.4001,261.1999,293.4001,546.2000,1259.5998
