path,n_pages,n_reads,hit_rate_pct,ram_avg_us,nvme_avg_us,eff_us,fill_mb_s,p50_us,p90_us,p95_us,p99_us,p999_us
Kernel (Real NVMe),2000,10000,99.2900,124.5090,817.0873,129.4263,230.80,108.1000,189.2000,219.4999,418.5999,982.9998
